,Review Rate,Review Time,Review Text
438, 4 stars ,2 years ago,"Old designed railway station, busy and good facilities"
439, 4 stars ,6 years ago,Iconic station in Melbourne. Takes commuters and tourists right to the heart of the city.
440, 5 stars ,a year ago,Iconic building in Melbourne. Never gets old.
441, 5 stars ,4 years ago,Elise's house is always like Flinders Street Station because it is just so busy everyday including weekends.
442, 5 stars ,4 years ago,I really enjoy the 🚊 city circle😁
443, 4 stars ,3 years ago,Gets connection trains to different places
444, 3 stars ,6 years ago,"The building is beautiful, but the interior design and facility have a lot to improve."
445, 5 stars ,10 months ago,It's amazing!! Its all in hoped it would be.
446, 5 stars ,4 years ago,A very beautiful train station! It reminds me of a classical European central station.
447, 1 star ,4 years ago,"Trains are bloody horrid. Should've left the station 30 minutes ago but nooooo, lets just sit around piss farting around"
448, 4 stars ,5 years ago,This is one of Melbourne's meany great attraction that you must see is you are passing through the area.
449, 5 stars ,4 years ago,Safe place. There were like thirty Police there. City feel. Clean.
450, 5 stars ,2 months ago,Best place ever
451, 5 stars ,3 years ago,"A stunning and iconic railway station, I love this place!"
452, 3 stars ,3 years ago,Wonderful old train terminal. Tourist atraction of Melbourne.
453, 2 stars ,6 years ago,I missed my train because of no sign (or the pain already faded away) to platform 13 which needs to go through a maze to reach it.
454, 5 stars ,2 years ago,so stunning ! ❤️
455, 2 stars ,4 years ago,"Very very busy, always a large crowd. Try avoid the bathrooms and watch out for dedicating birds that live in the ceiling"
456, 3 stars ,2 years ago,"Many times, trains do not arrive in time... Mostly late by 2-5 mins..."
457, 5 stars ,4 years ago,"""Meet me at the clocks"" -- there's no better place to converge with someone in town. Lots of trains to the suburbs, including Brighton Beach"
458, 2 stars ,4 years ago,"10.39 train must be stuffed
Never seems to run
Why just not have it all together …"
459, 5 stars ,a year ago,Winter ❄️
460, 4 stars ,4 months ago,Iconic building..
461, 5 stars ,3 years ago,Large station with quite a few platforms.Stylish main entrance.
462, 5 stars ,4 years ago,Main railway station in Melbourne and from here u can go to any corner of the city using trains.
463, 4 stars ,a year ago,"Historic, convenient, beautiful..... smelly"
464, 5 stars ,3 years ago,"Great station, can be very busy at times."
465, 2 stars ,4 years ago,"Seems to be undergoing some form of renovation at the moment, so you can't get that iconic photography shot of the station front."
466, 1 star ,3 years ago,New signs on upper level are innaccurate. Skips to next train before current train departs
467, 5 stars ,2 years ago,Beautiful history
468, 5 stars ,4 years ago,Very beautiful place
469, 5 stars ,4 years ago,"Friendly staff, easy to get around in"
470, 5 stars ,2 years ago,Beautiful train station next to the St Pauls cathedral
471, 5 stars ,4 years ago,Still the centre of Melbourne. Walk out of here and go wow ... took some great pics here
472, 5 stars ,5 years ago,It's crowded but it's also very convenient and efficient at transporting you wherever you need to go
473, 5 stars ,3 years ago,"I board my train here at evenings. 10 platform, subway to reach platforms."
474, 3 stars ,6 years ago,"Fabulous landmark, the station itself can be dirty (esp the toilet: washing hands is almost impossible)"
475, 4 stars ,4 years ago,Very cluttered and full of people and you need more space but apart from that follow me on instagram jamesflynn_7
476, 3 stars ,3 years ago,This station connect to multiple lines.. the is a lift for disable and baby stroller.
477, 5 stars ,4 years ago,Lovely building. Good services and choice of food stalls.
478, 5 stars ,4 years ago,I love the history of this place also the old picture are amazing how some somethings both change and never change
479, 5 stars ,2 years ago,This place always reminds me of home. What a great place to take selfies.
480, 1 star ,3 years ago,i licked the floor but it tasted not as good as southern cross station
481, 5 stars ,2 months ago,Good
482, 5 stars ,4 years ago,If Flagstaff is the chin of the metropolitan railway network then Flinders is the heart.
483, 1 star ,5 months ago,Toilet are disgusting.
484, 5 stars ,a year ago,Great food. Not too expensive.
485, 5 stars ,3 years ago,"lots of great food,and thanks melbourne for the greatest 2 weeks!"
486, 5 stars ,4 years ago,Easy station to get around and clean. Friendly staff. Busy busy busy!!!!!
487, 4 stars ,a year ago,Main station in Melbourne. Accurate times.
488, 4 stars ,5 years ago,Drove from country to Lilydale. Took train to Finders Street.  Beats driving. Less stressful.
489, 5 stars ,3 years ago,"Just where you want to be in Melbourne, close to the best things to do in melbourne."
490, 5 stars ,2 years ago,Wow what a very very nice old Stion I'd you are in to Trains this is a must to stop and see
491, 5 stars ,a year ago,"Myers melbourne store.
Good things to buy now."
492, 4 stars ,2 years ago,Beautiful train station
493, 4 stars ,4 years ago,"It the hub of the city, lots of people always and still helpful and friendly staff that helped with my questions"
494, 5 stars ,10 months ago,I love the station and I miss it…
495, 3 stars ,3 years ago,How far is this railway station from torrens university Flinder St. Plz answer.
496, 5 stars ,5 years ago,The trains stop. People get off. People get on. The trains go. This station is functioning correctly.
497, 5 stars ,a year ago,"Chug a chug a choo choo!

Nice Australian trains."
498, 5 stars ,a year ago,"Beautiful,pre and post modern architecture!"
499, 5 stars ,a year ago,"Magnificent,  heritage,.class a part"
500, 5 stars ,5 years ago,"Amazing historical train station, great location for videographer"
501, 5 stars ,3 years ago,"Such a beautiful place, in awe each time I go past!"
502, 5 stars ,3 years ago,Service Booth: Good service and clear directions on how to get to my destination.
503, 5 stars ,3 years ago,Magnificent architecture.
504, 2 stars ,8 months ago,Toilets could be a lot cleaner.
505, 5 stars ,4 years ago,"A busy and beautiful station,Last semester I went home from there every day."
506, 4 stars ,a year ago,A beautiful and old train station.
507, 5 stars ,a year ago,Amazing architectural design and antique
508, 5 stars ,a year ago,Trains are loud and food is nice
509, 5 stars ,4 years ago,Lovely strain station with lots of shops and nice syaff
510, 5 stars ,2 years ago,Great Heritage architecture of Victorian Times! 👍👍
511, 4 stars ,5 years ago,Melbourne's main station taking to the Fed square.  Can be very crowded
512, 5 stars ,4 years ago,It would be much better if Metro can stick with the schedule.
513, 4 stars ,4 years ago,Beautiful station
514, 4 stars ,a year ago,Join the time honoured tradition and meet under the clocks.
515, 5 stars ,2 years ago,Recent renovations have greatly improved the customer experience here.
516, 3 stars ,2 years ago,"It has trains, and you can buy rail tickets."
517, 5 stars ,4 years ago,Starting point to explore Melbourne.
518, 4 stars ,7 months ago,Caught a train worked ok
519, 3 stars ,4 years ago,The majority of the staff were really friendly and patient when being asked questions but some were incredibly rude and disappointing.
520, 5 stars ,4 years ago,"One of the most magnificent buildings in Melbourne, must visit."
521, 5 stars ,3 years ago,Grew up around here and spent a lot of time at this train station as a youth! Nastalga.... Rata
522, 1 star ,2 years ago,Why did they remove the food vendors on station platforms :(
523, 5 stars ,4 years ago,"Great and unique architecture design of Flinders Station, love it!"
524, 5 stars ,4 years ago,Easy to get around and heaps of food and drink stalls.
525, 5 stars ,2 years ago,Its very beautiful and night view is more beautiful
526, 5 stars ,5 months ago,Fantastic
527, 3 stars ,3 years ago,Nice structure but it’s very busy and full
528, 5 stars ,a year ago,A great big train station.
529, 5 stars ,4 years ago,really beautiful building.
530, 4 stars ,3 years ago,Easy access to transport options and good facilities available.
531, 5 stars ,10 months ago,😍🇦🇺
532, 5 stars ,a year ago,Good for walking nice views
533, 5 stars ,a year ago,Great
534, 4 stars ,4 years ago,Beautiful building
535, 5 stars ,a year ago,Best station to get any train
536, 5 stars ,a year ago,"Can't beat getting LOTF while.p
Passing through"
537, 3 stars ,a year ago,Because it's easy to the platform you need
538, 5 stars ,6 years ago,Iconic. Get around it. Pity metro is average but the building is spot on.
539, 5 stars ,5 years ago,Beautiful building. A must see while in Melbourne!
540, 5 stars ,10 months ago,The trains here all go to the moon
541, 5 stars ,4 years ago,Beautiful vibrant place. Clean and really friendly people.
542, 5 stars ,5 years ago,centre of the metro trains network but some v/lines come in to which is good
543, 5 stars ,a year ago,I got hit by a train and lost a leg.
544, 5 stars ,5 years ago,Iconic building and lively spot at all times of day!
545, 5 stars ,4 years ago,I take train here oftenly. Good place!
546, 4 stars ,6 years ago,"Busy railway station, but always enjoy the surroundings."
547, 4 stars ,5 years ago,Most amazing Railway Station in Melbourn. I love melbourn city.
548, 5 stars ,a year ago,Well managed and informative station.
549, 1 star ,3 years ago,I give this a toyota mazda outta 10 haha ur shite
550, 5 stars ,2 years ago,It's hub of Melbourne. Lots of happenings in this area for every issue.
551, 5 stars ,2 years ago,Busy as usual.  Takes so great photograph
552, 1 star ,4 years ago,"The most prime train station, can we expect it to be clean?"
553, 5 stars ,4 years ago,From adelaide had no idea where to go super friendly staff helped with all questions and answers guided us where to go thanks so much
554, 5 stars ,3 years ago,It does the job. No parking issues
555, 4 stars ,3 years ago,Main railway station  in Melbourne CBD to go anywhere.
556, 4 stars ,5 years ago,Very busy station. Some times trains get delayed. And it only getting worse.
557, 5 stars ,2 years ago,As retro as you can get! Beautiful at night!
558, 3 stars ,4 years ago,"iconic melbourne sight, currently construction work going on there"
559, 5 stars ,a year ago,Must visit for tourists. So much history.
560, 5 stars ,3 years ago,One of the best iconic landmark of Melbourne.
561, 4 stars ,4 years ago,Well maintained. Free WiFi is a plus.
562, 2 stars ,4 years ago,"Grubby, crowded, dreary and run-down feel. I try to avoid it."
563, 3 stars ,2 years ago,Easy to get around if you read the signs!
564, 5 stars ,a month ago,Heritage Building
565, 5 stars ,4 years ago,Busy always.
566, 5 stars ,a year ago,"iconic, could be cleaner though"
567, 5 stars ,3 months ago,Nostalgia
568, 5 stars ,5 years ago,Love the heritage building of Flinder Street Station.
569, 5 stars ,2 years ago,Easy to use.
570, 4 stars ,4 years ago,Good service. Good signing. Great building.
571, 5 stars ,4 years ago,"Great place ,friendly staff and a lot of shops are there."
572, 3 stars ,a year ago,First trip in since working from home and l actually missed the place
573, 5 stars ,3 years ago,Love this place. Even I srtolling arround here I still enjoy the place
574, 5 stars ,3 years ago,"Has everything a train station could have. Most notably, trains."
575, 2 stars ,4 years ago,"Busy, it really needs an upgrade, not a 1st class train station."
576, 4 stars ,6 years ago,"Busy, old and difficult to navigate. It has a lot of character though."
577, 5 stars ,a year ago,From here Easy access to every suburb
578, 4 stars ,5 years ago,"Old, iconic Melbourne railway station."
579, 5 stars ,4 months ago,Beautiful place
580, 1 star ,a year ago,Toilet's are always dirty
581, 5 stars ,4 months ago,Nice place 👌
582, 5 stars ,2 years ago,"Iconic place of Melbourne
Heart of cbd"
583, 2 stars ,2 years ago,This place hasn't been the same since the incident...
584, 5 stars ,a year ago,The most remarkable street in Melby
585, 5 stars ,3 years ago,So Pretty and so old love the Architecture
586, 4 stars ,2 years ago,Quite convenient but sometimes crowded though
587, 5 stars ,3 years ago,Great spot to get a train in Melbourne!
588, 1 star ,4 years ago,Second day in a row major delays. No backup plan. No announcement for 25 minutes!
589, 5 stars ,5 years ago,"Easy to navigate, platforms are clear and good facilities"
590, 5 stars ,a year ago,Beautiful and historical
591, 5 stars ,6 years ago,Amazing architecture and gateway to a beautiful city.
592, 5 stars ,5 years ago,Really like it. Give all information which we requries.
593, 5 stars ,a year ago,Good place for public transportation
594, 3 stars ,4 years ago,Too many school kids side swiping me with their backpacks
595, 5 stars ,4 years ago,great station my fav in town
596, 5 stars ,3 years ago,Beautiful landmark!
597, 5 stars ,10 months ago,Lots of roadworks going on at the moment
598, 5 stars ,2 years ago,Most iconic Melbourne building!
599, 5 stars ,4 years ago,it was and is great there is everything at Flinders Street Station and i love it
600, 5 stars ,3 years ago,I go to sandringham platform and my train is waiting for me x
601, 5 stars ,2 years ago,Close to the cbd
602, 4 stars ,6 years ago,Those toilets are something out of a horror film. They need to open up the ballroom
603, 4 stars ,2 years ago,"After NY fireworks, crowd control was hopeless"
604, 3 stars ,a year ago,Far too congested and can be tidier
605, 5 stars ,4 years ago,"Junction for the city loop, almost all trains pass through this statio."
606, 5 stars ,4 years ago,A very beautiful and historic building.
607, 4 stars ,5 years ago,Photogenic Railway Station
608, 5 stars ,a year ago,Best station in Melbourne.
609, 5 stars ,a year ago,Feel the life like a local!
610, 5 stars ,4 years ago,"Connecting everyone to everywhere in Melbourne, in style and efficiency."
611, 5 stars ,4 years ago,"Icon of Melbourne, easy to get to anywhere in the city from here"
612, 5 stars ,3 months ago,Good place
613, 5 stars ,2 years ago,who hasnt met a mate underthe clocks
614, 5 stars ,a year ago,Easy and convenient transportation.
615, 3 stars ,3 years ago,Trains are always late when you need to be on time.
616, 4 stars ,a year ago,"Trains, not planes or automobiles."
617, 5 stars ,a year ago,a true landmark.
618, 4 stars ,2 years ago,Efficiently run metro train hub.
619, 4 stars ,2 years ago,"Excellent station, always a pleasure"
620, 5 stars ,2 years ago,Beautiful place
621, 5 stars ,6 years ago,Heart of CBD. Well maintained... Friendly staff. .
622, 4 stars ,5 years ago,A fun packed station with a beautiful facade.
623, 5 stars ,2 years ago,my favourite station in the city
624, 5 stars ,2 years ago,Legendary
625, 5 stars ,5 years ago,Amazing place. Busy with ppl. Awesome
626, 5 stars ,8 months ago,Fast direct and easy
627, 5 stars ,2 years ago,"Clean, Worth it, Humble People, Safety, Cheapest."
628, 4 stars ,6 months ago,Melbourne is back!
629, 3 stars ,3 years ago,"Old but functional. Iconic but in disrepair. Being fixed, but...being fixed."
630, 4 stars ,6 years ago,Nice hustle bustle and plenty of restaurants to try....
631, 5 stars ,6 years ago,This is one of the most iconic spots in Melbourne.
632, 5 stars ,2 years ago,The night of the flinders street station platforms...
633, 5 stars ,2 years ago,Historic and significant landmark of Melbourne
634, 5 stars ,4 years ago,Loving the Steamrail.
635, 5 stars ,3 years ago,"Meeting friends for lunch,  Melbourne is great for this."
636, 2 stars ,2 years ago,Grubby and everyone here is always in such a rush.
637, 5 stars ,5 years ago,"Easy to navigate, friendly staff, great food"
638, 4 stars ,5 years ago,Stright to the heart of Melbourne
639, 1 star ,3 years ago,had to wait 10 minutes for lord of frieds! terrible
640, 2 stars ,2 years ago,Old and unpleacent please to be
641, 5 stars ,3 years ago,Flinders Street Station is a trip down memory lane for me.
642, 5 stars ,6 years ago,"All roads lead to Rome, and all train journeys lead here."
643, 4 stars ,5 years ago,Organised n very friendly station team
644, 5 stars ,3 years ago,One of the busiest stations in the CBD
645, 5 stars ,3 years ago,So beautiful
646, 3 stars ,6 years ago,It's a train station. That comes with bums on the side alleyways.
647, 3 stars ,6 years ago,"Is always surrounded by people, location for tourists to see"
648, 5 stars ,2 years ago,Where all the Melbourne Metropolitan train starts.....
649, 4 stars ,3 years ago,Nice Building!
650, 3 stars ,6 years ago,This station seems to always be dirty and staff are hard to find
651, 5 stars ,3 years ago,Beautiful place to walk around  !
652, 1 star ,3 years ago,Worst coffe ever never buying from this place.
653, 4 stars ,5 years ago,"Frequent Frequency .
Well Organized Timetable"
654, 5 stars ,10 months ago,Lovely station
655, 5 stars ,5 years ago,Its cool city I really liked
656, 5 stars ,4 years ago,Busy and crowdy
657, 4 stars ,3 years ago,"Nice station, great vibes!"
658, 5 stars ,2 years ago,A historical building and a major train station.
659, 5 stars ,a year ago,Good travel hub
660, 4 stars ,a year ago,It was empty because of covid
661, 5 stars ,2 years ago,central and good range of drinks
662, 5 stars ,3 years ago,Great food! Will come back!
663, 5 stars ,a year ago,Easy access to city
664, 5 stars ,3 years ago,Sad to say goodbye
665, 3 stars ,6 years ago,An iconic station that is in need of a facelift.
666, 4 stars ,5 years ago,Could be even better if cleaned up
667, 5 stars ,5 years ago,"Timely trains, friendly staff and officers"
668, 5 stars ,10 months ago,Great station
669, 5 stars ,3 years ago,TRAINS.
670, 5 stars ,a year ago,But a same time delay!
671, 5 stars ,a year ago,Flinders Street Railway Station
672, 1 star ,3 years ago,The criminal government run this shambles. Need I say more
673, 5 stars ,3 years ago,I loved the Architech of this building.
674, 5 stars ,a year ago,Iconic.
675, 5 stars ,3 years ago,Best landmark and entertainment in Melbourne
676, 3 stars ,3 years ago,A bit noisey not a lot of shade
677, 4 stars ,2 years ago,Nice place
678, 5 stars ,2 years ago,"Fast pace, hustle bustle, feather ruffle"
679, 4 stars ,4 years ago,Iconic Melbourne train stain
680, 5 stars ,3 years ago,The station is really great
681, 5 stars ,6 years ago,"A majestic railway station, good for a look"
682, 5 stars ,5 years ago,Iconic
683, 5 stars ,9 months ago,Clean.
684, 5 stars ,3 years ago,Kind of major junction.. With  crowd of people.
685, 3 stars ,4 years ago,Beautiful
686, 5 stars ,4 years ago,Historic building with a lot of character.
687, 4 stars ,6 years ago,Good central place to meet in cbd
688, 5 stars ,3 years ago,"Cannot miss to visit, amazing landscape"
689, 4 stars ,2 years ago,Toilets are not much clean
690, 5 stars ,2 years ago,Majestic Place
691, 3 stars ,6 years ago,Noisy but popular in Melbourne.
692, 5 stars ,4 years ago,"Flinders streer ,, the oldest station in Melbourne"
693, 5 stars ,2 years ago,Easy to find your way around
694, 3 stars ,3 years ago,Can't wait for the renovations
695, 3 stars ,6 years ago,Real melting pot of Melbourne's culture.
696, 5 stars ,3 years ago,"The iconic of Melbourne , really awesom"
697, 5 stars ,7 years ago,Hektik did some graff and train surfed
698, 5 stars ,6 years ago,Awesome place to meet different people
699, 5 stars ,4 years ago,Cool for transport
700, 4 stars ,3 years ago,Lovely heritage station
701, 5 stars ,a year ago,An icon
702, 3 stars ,4 years ago,"Bit busy at times, dirty toilets"
703, 3 stars ,a year ago,"Dirty, poorly maintained"
704, 5 stars ,2 years ago,Nice place in the heart of Melbourne
705, 5 stars ,2 years ago,"Beautiful,lots of platforms"
706, 5 stars ,2 years ago,Great transport hub.
707, 5 stars ,a year ago,Theres always someone there to help
708, 5 stars ,a year ago,Best view in mel
709, 5 stars ,5 years ago,Beautiful railway station!
710, 3 stars ,5 years ago,Overall  my experience has been okay.
711, 5 stars ,3 years ago,beautiful and convenient
712, 4 stars ,4 years ago,beautiful building! amazing!
713, 4 stars ,5 years ago,It's a station not much to expect.
714, 5 stars ,4 years ago,Brilliant station.  Love it.
715, 5 stars ,2 years ago,Yep good
716, 4 stars ,a year ago,Nice n clean
717, 5 stars ,a year ago,My usual commute
718, 4 stars ,4 years ago,Connects you to just about anywhere in melb.
719, 4 stars ,3 years ago,Nice view central connectivity
720, 5 stars ,4 years ago,Really awesome place to be I guess
721, 4 stars ,2 years ago,A classic piece of Australian heritage
722, 5 stars ,3 years ago,Lovely historic architecture
723, 5 stars ,a year ago,Love this station.
724, 4 stars ,2 years ago,Very good
725, 5 stars ,3 years ago,Nice paint work.
726, 5 stars ,3 years ago,Perfect location to explore Melbourne
727, 5 stars ,a year ago,Nice and clean
728, 1 star ,4 years ago,Terrible train and passenger management.
729, 5 stars ,5 years ago,A beautiful station in history
730, 5 stars ,3 years ago,night view is awesome
731, 3 stars ,8 years ago,I HAVE HAD 20 YEARS  EXP
732, 5 stars ,2 years ago,👍👍👍👍👍
733, 5 stars ,2 years ago,Flinders railway is gold with myki
734, 5 stars ,3 years ago,Multi culture  we all together
735, 5 stars ,4 years ago,good station and facilities
736, 5 stars ,3 years ago,Hsa. Moo
737, 5 stars ,a year ago,Nice!
738, 5 stars ,10 months ago,Iconic building
739, 2 stars ,10 months ago,Can be dirty
740, 5 stars ,a year ago,Legendary
741, 5 stars ,a year ago,Good
742, 5 stars ,5 years ago,"Good signage,  good facilities"
743, 5 stars ,a year ago,Need to use it frequently
744, 4 stars ,8 months ago,Clean
745, 5 stars ,6 years ago,It's a train station.
746, 4 stars ,4 years ago,iconic symbol of melbourne
747, 5 stars ,2 years ago,an iconic place in Melbourne
748, 5 stars ,a year ago,Awesome
749, 1 star ,5 years ago,Metro trains is awful.
750, 2 stars ,3 years ago,I am referring to hoppers crossing
751, 5 stars ,2 years ago,Like the heritage building
752, 5 stars ,4 years ago,Biggest station in Melbourne....
753, 5 stars ,4 years ago,Flinders st is so cool
754, 5 stars ,3 years ago,egg pizza
755, 4 stars ,2 years ago,Central Station for metro network
756, 4 stars ,6 years ago,Use the Tram for every thing!
757, 5 stars ,6 years ago,Iconic place for tourist
758, 4 stars ,3 years ago,Like the hustle and bustle here!
759, 5 stars ,11 years ago,Great meeting stop
760, 5 stars ,3 years ago,Very convenient place
761, 5 stars ,a year ago,The best station
762, 4 stars ,4 years ago,Most have visited when Melbourne
763, 2 stars ,5 years ago,Bathroom was really dirty.
764, 5 stars ,3 years ago,Very busy
765, 5 stars ,4 years ago,It's not bad
766, 5 stars ,a year ago,Awesome
767, 5 stars ,4 years ago,So far so good
768, 5 stars ,2 years ago,love it
769, 5 stars ,5 years ago,"Busy, historic and touristic"
770, 5 stars ,a year ago,Great
771, 5 stars ,3 years ago,Very beautiful place
772, 4 stars ,2 years ago,Trains running slow
773, 1 star ,4 years ago,sydney's better
774, 4 stars ,2 years ago,Great location!
775, 5 stars ,3 years ago,Superb railway station
776, 4 stars ,a year ago,Vibrant
777, 4 stars ,3 years ago,Nice train station
778, 5 stars ,2 years ago,Ancient X modern
779, 4 stars ,2 years ago,Lovely building
780, 4 stars ,2 years ago,Very unique.
781, 5 stars ,5 years ago,Art city
782, 5 stars ,6 years ago,Beautiful building
783, 5 stars ,2 years ago,Excellent
784, 5 stars ,a year ago,Clean
785, 5 stars ,3 years ago,Great station
786, 5 stars ,a year ago,Great place
787, 1 star ,4 years ago,Too many trains
788, 5 stars ,2 years ago,Amazing building
789, 4 stars ,2 years ago,Good station
790, 1 star ,3 years ago,UPFIELD LINE! FIX IT!
791, 5 stars ,2 years ago,Nice Station.
792, 4 stars ,5 years ago,Iconic !
793, 5 stars ,4 years ago,Great night life
794, 4 stars ,6 years ago,Iconic!
795, 5 stars ,6 years ago,Just a railway station
796, 2 stars ,2 years ago,Too crowded !
797, 4 stars ,5 years ago,Beautiful architecture
798, 5 stars ,2 years ago,Iconic
799, 5 stars ,4 years ago,👍🏻👍🏿👍🏾👍🏼
